id,genres,title,keywords,overview,popularity,release_date,runtime,vote_average,vote_count,cast,crew,production_countries,production_companies
302699,Action Comedy,Central Intelligence,spy cia espionage high school reunion reference to facebook accountant,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",45.318703,2016-06-15,107.0,6.2,1650,Dwayne Johnson Kevin Hart Amy Ryan Aaron Paul Danielle Nicolet Ryan Hansen,Michael Fottrell Scott Stuber Peter Steinfeld Rawson Marshall Thurber Paul Young Peter Principato,United States of America,New Line Cinema Universal Pictures Bluegrass Films Principato-Young Entertainment
9441,Drama Romance,Stepmom,divorce rebellious daughter freeze frame custody school play photo shoot,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",16.368283,1998-12-25,124.0,6.9,277,Julia Roberts Susan Sarandon Ed Harris Jena Malone Liam Aiken Jason Maves,Wendy Finerman Chris Columbus Mark Radcliffe Michael Barnathan,United States of America,Columbia Pictures 1492 Pictures
274167,Comedy,Daddy's Home,daddys home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",38.616744,2015-12-25,96.0,5.8,854,Will Ferrell Mark Wahlberg Linda Cardellini Thomas Haden Church Scarlett Estevez Owen Vaccaro,Will Ferrell Adam McKay Sean Anders Chris Henchy John Morris,United States of America,Paramount Pictures Gary Sanchez Productions Red Granite Pictures
224141,Fantasy Comedy Music,Into the Woods,witch cinderella prince fairy tale musical princess sondheim curse based on stage musical beanstalk duringcreditsstinger red riding hood,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",65.90161,2014-12-25,125.0,5.6,1652,Meryl Streep Emily Blunt James Corden Anna Kendrick Chris Pine Tracey Ullman,Rob Marshall Callum McDougall Marc Platt John DeLuca,United States of America,Walt Disney Pictures Marc Platt Productions Lucamar Productions
388,Crime Drama Thriller,Inside Man,bank manager kidnapping nazi background document ultimatum court case heist financial transactions,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",45.220386,2006-03-23,129.0,7.3,1630,Denzel Washington Clive Owen Jodie Foster Christopher Plummer Willem Dafoe Chiwetel Ejiofor,Brian Grazer Spike Lee Russell Gewirtz,United States of America,Imagine Entertainment Universal Pictures 40 Acres & A Mule Filmworks
2112,Drama Action Thriller Crime,Payback,new york heroin money criminal,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",17.457947,1999-02-05,100.0,6.7,548,Mel Gibson Kris Kristofferson Gregg Henry Maria Bello David Paymer Bill Duke,Bruce Davey Brian Helgeland,United States of America,Paramount Pictures Icon Entertainment International
10329,Action Adventure Drama Mystery Science Fiction Thriller,Congo,gorilla kongo diamond mine diamond,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",10.755847,1995-06-09,109.0,5.0,213,Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov Joe Don Baker,Sam Mercer Kathleen Kennedy Frank Marshall,United States of America,"Paramount Pictures Kennedy/Marshall Company, The"
74465,Drama Comedy Family,We Bought a Zoo,zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",38.629763,2011-12-22,124.0,6.5,909,Matt Damon Scarlett Johansson Thomas Haden Church Colin Ford Maggie Elizabeth Jones Angus Macfadyen,Cameron Crowe,United States of America,Twentieth Century Fox Film Corporation Dune Entertainment Vinyl Films LBI Entertainment
13811,Action Adventure Drama Mystery Science Fiction Thriller,Knowing,cataclysm code suspense end of the world time capsule astrophysicist grieving widower lexington massachusetts westford massachusetts prediction researcher numbers news,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,32.693093,2009-03-19,121.0,5.9,1486,Nicolas Cage Rose Byrne Chandler Canterbury Ben Mendelsohn Nadia Townsend D.G. Maloney,Steve Tisch Alex Proyas Todd Black Jason Blumenthal Ryne Douglas Pearson,United Kingdom United States of America Australia,Summit Entertainment Mystery Clock Cinema Escape Artists Goldcrest Pictures Kaplan/Perrone Entertainment Wintergreen Productions
6877,Comedy,Failure to Launch,hotel mom romantic comedy lying living with parents pretend relationship,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",18.806031,2006-03-10,97.0,5.5,399,Matthew McConaughey Sarah Jessica Parker Zooey Deschanel Justin Bartha Bradley Cooper Terry Bradshaw,Scott Rudin Scott Aversano Tom Dey,United States of America,Paramount Pictures Scott Rudin Productions Failure to Launch Productions
10320,Drama Horror Thriller,The Ring Two,nun based on novel bath tub nightmare son sequel remake vision good vs evil woman reporter mental institution videotape evil child,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,32.233713,2005-03-17,110.0,5.4,632,Naomi Watts Simon Baker Elizabeth Perkins David Dorfman Gary Cole Sissy Spacek,Walter F. Parkes Laurie MacDonald Hideo Nakata,United States of America,DreamWorks BenderSpink Parkes+MacDonald Image Nation
50646,Comedy Drama Romance,"Crazy, Stupid, Love.",soulmates midlife crisis marriage crisis womanizer law school crazy relationship,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",37.990705,2011-07-29,118.0,7.0,2443,Steve Carell Julianne Moore Ryan Gosling Emma Stone Marisa Tomei Kevin Bacon,Denise Di Novi Steve Carell Glenn Ficarra John Requa,United States of America,Warner Bros.
8920,Animation Comedy Family,Garfield,competition moderator lasagne garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",17.667826,2004-06-10,80.0,5.2,820,Bill Murray Breckin Meyer Jennifer Love Hewitt Stephen Tobolowsky Evan Arnold Mark Christopher Lawrence,John Davis Peter Hewitt,United States of America,Twentieth Century Fox Film Corporation Davis Entertainment Twentieth Century Fox Animation
13673,Comedy Family,Christmas with the Kranks,holiday christmas,"Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration.",9.225166,2004-11-24,99.0,5.2,193,Tim Allen Jamie Lee Curtis Dan Aykroyd M. Emmet Walsh Elizabeth Franz Erik Per Sullivan,Chris Columbus Mark Radcliffe Michael Barnathan Joe Roth,United States of America,Columbia Pictures 1492 Pictures Revolution Studios
60308,Drama,Moneyball,underdog based on novel baseball teamwork sport partner meeting oakland california strategy voice over statistics,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",46.180421,2011-09-22,133.0,7.0,1381,Brad Pitt Jonah Hill Philip Seymour Hoffman Robin Wright Chris Pratt Stephen Bishop,Brad Pitt Michael De Luca Bennett Miller Rachael Horovitz,United States of America,Columbia Pictures Scott Rudin Productions
6950,Action Drama Science Fiction Thriller,Outbreak,river general research army serum monkey epidemic medical research,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",30.397496,1995-03-10,127.0,6.3,513,Dustin Hoffman Rene Russo Morgan Freeman Kevin Spacey Cuba Gooding Jr. Donald Sutherland,Wolfgang Petersen Arnold Kopelson,United States of America,Kopelson Entertainment Punch Productions Warner Bros. Arnold Kopelson Productions
225574,Action Thriller Mystery,Non-Stop,airplane conspiracy airplane crash cell phone hijack one night mystery killer,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",83.295796,2014-01-26,106.0,6.8,2268,Liam Neeson Julianne Moore Scoot McNairy Michelle Dockery Nate Parker Corey Stoll,Joel Silver Jaume Collet-Serra Andrew Rona Alex Heineman,France United Kingdom United States of America,StudioCanal Silver Pictures TF1 Films Production Canal+ Anton Capital Entertainment (ACE) TF1 LOVEFiLM International
13836,Adventure Family Fantasy Science Fiction Thriller Action,Race to Witch Mountain,spacecraft laser teleportation telekinesis alien military duringcreditsstinger supernatural power mountain,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",23.935053,2009-03-12,98.0,5.5,509,Dwayne Johnson AnnaSophia Robb Alexander Ludwig Carla Gugino Chris Marquette Kim Richards,Mark Bomback Andy Fickman Matt Lopez,United States of America,Walt Disney Pictures Gunn Films
752,Action Thriller Fantasy,V for Vendetta,detective vatican fascism satanism fascist dystopia government chancellor revenge personification of satan torture hatred masked vigilante catholicism catholic priest catholic guilt jesuit vengeful spirit activist irish catholic vengeful jesuit priest gnosticism occultism,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",84.630969,2006-03-15,132.0,7.7,4442,Natalie Portman Hugo Weaving Stephen Rea Stephen Fry John Hurt Tim Pigott-Smith,Joel Silver Lorne Orleans Grant Hill Lilly Wachowski Lana Wachowski James McTeigue,Germany United Kingdom United States of America,Studio Babelsberg DC Comics Virtual Studios Anarchos Productions Silver Pictures Warner Bros. Medienboard Berlin-Brandenburg Fünfte Babelsberg Film
6038,Action Adventure Comedy Western,Shanghai Knights,london england indian territory emperor revenge murder arrow duringcreditsstinger imperial seal,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",16.251204,2003-02-06,115.0,6.0,692,Jackie Chan Owen Wilson Fann Wong Aaron Taylor-Johnson Aidan Gillen Donnie Yen,Roger Birnbaum Gary Barber David Dobkin,Hong Kong United States of America,Spyglass Entertainment Touchstone Pictures Birnbaum / Barber Productions Jackie Chan Films Limited All Knight Productions
9975,Adventure Animation Comedy Family,Curious George,museum product placement balloon jungle monkey family prediction cargo ship curiosity,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",9.894346,2006-02-10,86.0,6.2,106,Will Ferrell Drew Barrymore David Cross Eugene Levy Dick Van Dyke Frank Welker,Ron Howard David Kirschner Matthew O'Callaghan Jon Shapiro,United States of America,Imagine Entertainment Universal Pictures Universal Animation Studios
11451,Comedy Family Adventure Fantasy Romance,Herbie Fully Loaded,car race victory car nascar woman director,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",12.050755,2005-06-22,101.0,5.1,542,Lindsay Lohan Michael Keaton Matt Dillon Breckin Meyer Justin Long Cheryl Hines,Angela Robinson Robert Simonds,United States of America,Walt Disney Pictures Robert Simonds Productions
12103,Thriller,Don't Say a Word,cemetery diamant suspense psychiatrist killer,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",11.596207,2001-09-28,113.0,6.0,220,Michael Douglas Sean Bean Brittany Murphy Skye McCole Bartusiak Guy Torry Jennifer Esposito,Arnon Milchan Gary Fleder Arnold Kopelson Anne Kopelson,Australia United States of America,Village Roadshow Pictures NPV Entertainment Regency Enterprises Kopelson Entertainment Epsilon Motion Pictures New Regency Pictures Furthur Films
60304,Fantasy Horror Action,Hansel & Gretel: Witch Hunters,witch black magic steampunk good vs evil troll extreme violence violence witchcraft evil witch hunt witch hunter evil witch duringcreditsstinger hansel and gretel guns 3d,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",53.02787,2013-01-17,88.0,5.7,3239,Jeremy Renner Gemma Arterton Famke Janssen Pihla Viitala Derek Mears Peter Stormare,Will Ferrell Adam McKay Tommy Wirkola Kevin Messick,United States of America Germany,Paramount Pictures Studio Babelsberg MTV Films Gary Sanchez Productions Metro-Goldwyn-Mayer (MGM) Deutsche Filmförderfonds (DFFF)
2251,Thriller Drama,Unfaithful,adultery infidelity eroticism literature lover new york city erotic thriller,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",14.382253,2002-05-10,124.0,6.3,276,Richard Gere Diane Lane Olivier Martinez Erik Per Sullivan Zeljko Ivanek Dominic Chianese,Adrian Lyne G. Mac Brown,United States of America,Regency Enterprises Fox 2000 Pictures Epsilon Motion Pictures Unfaithful Filmproduktion GmbH & Co. KG
46529,Action Thriller Science Fiction Adventure,I Am Number Four,secret identity alien teenage boy teenage hero alien teenager interspecies romance based on young adult novel superpowers,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",43.450266,2011-02-18,109.0,5.9,1567,Alex Pettyfer Timothy Olyphant Teresa Palmer Dianna Agron Callan McAuliffe Jake Abel,Michael Bay D.J. Caruso James M. Freitag Emily Berger,United States of America,DreamWorks SKG Reliance BIG Entertainment Bay Films Touchstone Pictures
231,Drama Thriller,Syriana,anti terror bomb assassination middle east lebanon cia capitalism globalization loss of son persia war against terror energy policy petrol,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",16.871194,2005-11-23,128.0,6.3,451,George Clooney Matt Damon Jeffrey Wright Chris Cooper Amanda Peet William Hurt,Stephen Gaghan Jennifer Fox Georgia Kacandes Michael Nozik,United States of America,Section Eight Warner Bros. Participant Media FilmWorks 4M MID Foundation
300671,Action Drama History Thriller War,13 Hours: The Secret Soldiers of Benghazi,based on novel assault rifle mercenary libya biography based on true story heroism explosion american abroad death 21st century cia agent u.s. ambassador,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,42.526529,2016-01-13,144.0,7.0,938,James Badge Dale John Krasinski Max Martini Pablo Schreiber Toby Stephens Dominic Fumusa,Michael Bay Erwin Stoff,Malta Morocco United States of America,Paramount Pictures 3 Arts Entertainment Bay Films Latina Pictures Dune Films
228326,Romance Animation Adventure Comedy Family Fantasy,The Book of Life,love triangle afterlife day of the dead bullfighting,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",34.890999,2014-10-01,95.0,7.3,755,Diego Luna Channing Tatum Zoe Saldana Christina Applegate Eugenio Derbez Cheech Marin,Guillermo del Toro Doug Langdale Jorge R. Gutierrez Brad Booker,Mexico United States of America,Twentieth Century Fox Film Corporation Reel FX Creative Studios Twentieth Century Fox Animation Chatrone
9754,Thriller,Firewall,bank technology blackmail hacker seattle computer hacker firewall,"State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",18.186026,2006-02-10,105.0,5.6,267,Harrison Ford Paul Bettany Virginia Madsen Carly Schroeder Jimmy Bennett Mary Lynn Rajskub,Richard Loncraine Armyan Bernstein Jonathan Shestack Basil Iwanyk,United States of America Australia,Village Roadshow Pictures Thunder Road Pictures Warner Bros. Beacon Pictures Jon Shestack Productions
66,Crime Drama Thriller,Absolute Power,corruption assassination washington d.c. rape white house usa president daughter government suspense secret service secret service agent,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,13.576765,1997-02-14,121.0,6.4,223,Clint Eastwood Gene Hackman Ed Harris Scott Glenn Laura Linney Judy Davis,Clint Eastwood Michael Maurer Karen S. Spiegel,United States of America,Columbia Pictures Castle Rock Entertainment Malpaso Productions
4421,Action Drama,G.I. Jane,poem middle east helicopter satellite navy sexism war army sexual harassment navy seal feminist soldier commando mental health drill instructor military u.s. military army base reconnaissance sexual discrimination,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,19.434672,1997-08-22,125.0,6.0,395,Demi Moore Viggo Mortensen Anne Bancroft Jason Beghe Daniel von Bargen John Michael Higgins,Suzanne Todd Ridley Scott Demi Moore Roger Birnbaum,United States of America,Caravan Pictures Hollywood Pictures First Independent Films Largo Entertainment Scott Free Productions Trap-Two-Zero Productions
2649,Drama Thriller Mystery,The Game,brother brother relationship birthday danger of life birthday party surprising,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",62.925175,1997-09-12,129.0,7.5,1506,Michael Douglas Sean Penn Deborah Kara Unger James Rebhorn Spike Jonze Anna Katarina,Steve Golin John D. Brancato Michael Ferris David Fincher Ceán Chaffin,United States of America,PolyGram Filmed Entertainment A&B Producoes Popaganda Films
588,Horror Mystery,Silent Hill,monster mother role burning of witches fog suffering darkness sadism supernatural revenge surrealism gore survival good vs evil blood another dimension torture creature violence demon witch burning based on video game dismemberment religious fanatic ghost town sleepwalking,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",32.927994,2006-04-21,125.0,6.3,1067,Radha Mitchell Sean Bean Laurie Holden Deborah Kara Unger Kim Coates Tanya Allen,Roger Avary Samuel Hadida Christophe Gans Don Carmody,Canada France Japan United States of America,Silent Hill DCP Inc. Davis-Films TriStar Pictures Konami
10393,Comedy,The Replacements,american football strike sport coach misfit american football player,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",14.837288,2000-08-07,118.0,6.1,203,Keanu Reeves Gene Hackman Brooke Langton Orlando Jones Faizon Love Jon Favreau,Howard Deutch Dylan Sellers,United States of America,Warner Bros.
71552,Comedy,American Reunion,wife husband relationship sequel family reunion masturbation scat high school reunion quitting a job milf duringcreditsstinger,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",39.920035,2012-04-04,113.0,6.1,1611,Jason Biggs Alyson Hannigan Seann William Scott Chris Klein Thomas Ian Nicholas Tara Reid,Jon Hurwitz Hayden Schlossberg,United States of America,Universal Pictures
9631,Action Adventure Crime Drama Mystery Thriller,The Negotiator,corruption hostage pension innocence police hostage-taking murder suspense conspiracy bullet wound negotiator,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",28.725621,1998-07-29,140.0,6.8,582,Samuel L. Jackson Kevin Spacey David Morse Ron Rifkin John Spencer J. T. Walsh,Arnon Milchan David Hoberman F. Gary Gray,Germany United States of America,Regency Enterprises Warner Bros.
216282,Action Thriller,Into the Storm,tornado student found footage disaster movie,"The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.",20.566554,2014-08-06,89.0,5.8,817,Richard Armitage Sarah Wayne Callies Matt Walsh Nathan Kress Alycia Debnam-Carey Jeremy Sumpter,Todd Garner Steven Quale John Swetnam,United States of America,New Line Cinema Village Roadshow Pictures Broken Road Productions RatPac-Dune Entertainment
306,Action Comedy Crime,Beverly Hills Cop III,detective undercover security camera carousel  investigation weapon sequel rescue counterfeit shootout dirty cop gunfight los angeles explosion violence foot chase framed car chase secret service amusement park roller coaster beverly hills buddy comedy,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",20.333953,1994-05-24,104.0,5.5,434,Eddie Murphy Judge Reinhold Héctor Elizondo Gilbert R. Hill Timothy Carhart Bronson Pinchot,John Landis Mace Neufeld Robert Rehme,United States of America,Paramount Pictures Eddie Murphy Productions
928,Comedy Horror Fantasy,Gremlins 2: The New Batch,new york monster skyscraper mutant restaurant human animal relationship mutation tv station dying and death water research station fur bat current electric shock cleverness gremlin cowardliness,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",33.98637,1990-06-15,106.0,6.2,652,Zach Galligan Phoebe Cates John Glover Robert Prosky Robert Picardo Christopher Lee,Joe Dante Michael Finnell,United States of America,Amblin Entertainment Warner Bros.
205587,Drama,The Judge,father son relationship judge lawyer,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",42.472324,2014-10-08,141.0,7.2,1417,Robert Duvall Robert Downey Jr. Vera Farmiga Vincent D'Onofrio Jeremy Strong Billy Bob Thornton,Susan Downey David Dobkin David Gambino,United States of America,Village Roadshow Pictures Warner Bros. Big Kid Pictures Team Downey
6623,Action Thriller,The Peacemaker,helicopter terrorist nuclear missile bridge train crash train woman director,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",15.931084,1997-09-26,124.0,5.8,255,George Clooney Nicole Kidman Marcel Iureș Goran Visnjic Armin Mueller-Stahl Tamara Tunie,Branko Lustig Walter F. Parkes Mimi Leder,United States of America,DreamWorks SKG
1577,Horror Action Science Fiction,Resident Evil: Apocalypse,martial arts mutant dystopia rescue conspiracy evil corporation zombie based on video game,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",29.880122,2004-09-10,94.0,6.1,1267,Milla Jovovich Sienna Guillory Oded Fehr Thomas Kretschmann Sophie Vavasseur Razaaq Adoti,Paul W.S. Anderson Jeremy Bolt Don Carmody Alexander Witt,United Kingdom United States of America Germany France Canada,Impact Pictures Constantin Film Ltd.
9801,Comedy Romance,Bridget Jones: The Edge of Reason,london england lovesickness thailand clumsy fellow to drop brick capture woman director,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",28.803802,2004-11-10,108.0,6.1,750,Renée Zellweger Hugh Grant Colin Firth Jim Broadbent Gemma Jones Celia Imrie,Tim Bevan Eric Fellner Jonathan Cavendish Beeban Kidron Oswald Wolkenstein,France Germany Ireland United Kingdom United States of America,Miramax Films Universal Pictures Studio Canal Working Title Films Atlantic Television Little Bird
2116,Thriller Crime Drama,Out of Time,miami florida double murder divorce,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",14.993459,2003-10-03,105.0,6.1,298,Denzel Washington Eva Mendes Sanaa Lathan John Billingsley Dean Cain Alex Carter,Neal H. Moritz Carl Franklin Jesse Beaton Stokely Chaffin,United States of America,Original Film Monarch Pictures Metro-Goldwyn-Mayer (MGM)
9624,Action Thriller,On Deadly Ground,fight inuit petrol company alaska enviromental,"Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him.",9.114168,1994-02-18,102.0,4.5,104,Steven Seagal Michael Caine Joan Chen John C. McGinley R. Lee Ermey Shari Shattuck,A. Kitman Ho Steven Seagal Julius R. Nasso,United States of America,Warner Bros.
14199,Adventure Family Science Fiction,The Adventures of Sharkboy and Lavagirl,imaginary friend outcast,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",12.31101,2005-06-10,92.0,4.4,269,Taylor Lautner Taylor Dooley Cayden Boyd David Arquette Kristin Davis Jacob Davich,Robert Rodriguez Elizabeth Avellan Marcel Rodriguez,United States of America,Troublemaker Studios
